genus,species,Temperature,Moisture,Frequency,Severity,Group,mass,NOTE
Fragaria,Fragaria vesca,3.968440656,4.365532716,1.34075,0.18432,Low stress - Low disturbance,0.332509565, 
Frangula,Frangula alnus,4.465699096,5.895742775,1.30333,0.17802,Low stress - Low disturbance,17.96608275, 
Fraxinus,Fraxinus excelsior,4.260892923,5.147315149,1.36095,0.2004,Low stress - Low disturbance,62.45396494, 
Fraxinus,Fraxinus ornus,5.903746221,3.149988883,1.30482,0.12345,Low stress - Low disturbance,27.114, 
Fraxinus,Fraxinus angustifolia,5.635009886,6.144659394,1.49067,0.29483,High stress - Low disturbance,58.46264615, 
Fraxinus,Fraxinus pennsylvanica,5.177739623,4.784901642,1.52192,0.38696,Low stress - Low disturbance,30.3355565, 
Fritillaria,Fritillaria meleagris,4.984272944,6.074308018,1.74057,0.47436,High stress - High disturbance,1.994691429, 
Fritillaria,Fritillaria orientalis,4.091111587,3.800638604,1.38722,0.16875,Low stress - Low disturbance,2.309133333, 
Fumaria,Fumaria officinalis,4.70871029,4.043529772,2.03177,0.83472,Low stress - High disturbance,3.307171429, 
Fumaria,Fumaria densiflora,6.275729264,3.024497504,2.05826,0.83404,High stress - High disturbance,2.852857143, 
Fumaria,Fumaria capreolata,5.596875265,4.016867542,1.62793,0.65961,Low stress - High disturbance,4.012177778, 
Fumaria,Fumaria muralis,5.015353561,3.949642832,2.06512,0.79022,Low stress - High disturbance,2.9312, 
Galatella,Galatella linosyris,5.376077801,2.657611394,1.79955,0.45301,High stress - High disturbance,1.1332, 
Galega,Galega officinalis,4.924558824,5.416811126,1.45871,0.5457,Low stress - High disturbance,7.607873684, 
Galeopsis,Galeopsis angustifolia,5.151526396,2.515730629,1.47535,0.48103,High stress - High disturbance,1.6454, 
Galeopsis,Galeopsis tetrahit,3.711249551,4.447150287,1.47088,0.43689,Low stress - High disturbance,4.053953846, 
Galinsoga,Galinsoga parviflora,4.606361326,4.378031664,1.95424,0.82815,Low stress - High disturbance,0.2383, 
Galium,Galium parisiense,5.421374265,2.706807054,1.84706,0.57803,High stress - High disturbance,0.159214563, 
Galium,Galium corsicum,5.401812014,3.381859296,1.34664,0.25432,Low stress - Low disturbance,0.6094, 
Galium,Galium uliginosum,3.756520875,6.569954815,1.72711,0.44366,High stress - High disturbance,0.335090909, 
Galium,Galium aparine,4.472060355,4.625990148,1.4267,0.45023,Low stress - High disturbance,7.713819231, 
Galium,Galium mollugo,4.252320723,4.074810657,1.63482,0.41742,Low stress - High disturbance,0.643636364, 
Galium,Galium boreale,3.714127677,5.189889457,1.75714,0.41041,Low stress - High disturbance,0.6187815, 
Galium,Galium rubioides,4.490019978,5.221479924,1.65874,0.44378,Low stress - High disturbance,2.692533333, 
Galium,Galium palustre,3.839188854,7.180026265,1.63021,0.35796,High stress - Low disturbance,1.00475, 
Galium,Galium verum,4.080323257,3.451198086,1.944576667,0.490906667,Low stress - High disturbance,0.493538889, 
Gastridium,Gastridium ventricosum,6.585249428,2.561878289,1.64831,0.51738,High stress - High disturbance,0.087775135, 
Gaudinia,Gaudinia fragilis,5.582030344,4.289436514,2.11086,0.53738,Low stress - High disturbance,1.63, 
Genista,Genista anglica,4.643561169,4.543913981,1.6499,0.36374,Low stress - Low disturbance,2.203511111, 
Genista,Genista cinerea,6.101698048,2.875197657,1.41349,0.24915,High stress - Low disturbance,5.04441854,genus imputed
Genista,Genista tinctoria,4.526007194,4.274042613,1.538,0.30554,Low stress - Low disturbance,3.975917647, 
Genista,Genista pilosa,4.375439539,3.489462618,1.49676,0.29834,Low stress - Low disturbance,2.859142857, 
Gentiana,Gentiana acaulis,1.535359007,4.367305755,1.38691,0.288235,High stress - Low disturbance,0.378333333, 
Gentiana,Gentiana pneumonanthe,4.109418875,5.859432505,1.85111,0.36736,Low stress - High disturbance,0.05486, 
Gentiana,Gentiana verna,2.565306036,4.039994408,1.61132,0.32573,High stress - Low disturbance,0.081485714, 
Gentiana,Gentiana nivalis,1.073944272,4.353641643,1.71166,0.2852,High stress - High disturbance,0.029108571, 
Gentianella,Gentianella anisodonta,1.530211697,3.376755107,0.90545,0.25929,High stress - Low disturbance,0.206333005,genus imputed
Gentianella,Gentianella amarella,3.129618614,4.267560527,2.005455,0.415225,Low stress - High disturbance,0.15195814, 
Geranium,Geranium dissectum,4.746677137,4.18690317,1.96875,0.63749,Low stress - High disturbance,2.365266667, 
Geranium,Geranium divaricatum,4.419022742,3.64382288,1.9057,0.69048,Low stress - High disturbance,2.545, 
Geranium,Geranium lucidum,5.230248424,4.363867586,1.42605,0.35413,Low stress - Low disturbance,1.067461538, 
Geranium,Geranium molle,4.875934342,3.553602464,1.90491,0.59281,Low stress - High disturbance,1.076153846, 
Geranium,Geranium pratense,3.91956048,4.650191171,1.71013,0.51128,Low stress - High disturbance,8.296894118, 
Geranium,Geranium purpureum,6.301522978,3.29070387,1.42663,0.33024,High stress - Low disturbance,1.871666667, 
Geranium,Geranium pusillum,4.514101831,3.52035797,2.03844,0.77966,Low stress - High disturbance,0.808142857, 
Geranium,Geranium sanguineum,4.573559813,3.00586505,1.48503,0.28613,Low stress - Low disturbance,9.4492, 
Geranium,Geranium columbinum,4.94067847,3.290012973,1.7404,0.51136,Low stress - High disturbance,3.98428, 
Geranium,Geranium robertianum,4.270307695,4.704617473,1.32299,0.21586,Low stress - Low disturbance,1.40583, 
Geranium,Geranium rotundifolium,5.394439747,3.234820414,1.74067,0.62833,Low stress - High disturbance,1.853247059, 
Geranium,Geranium pyrenaicum,4.597470754,4.123937846,1.66169,0.57125,Low stress - High disturbance,1.579107692, 
Geum,Geum montanum,1.523571087,4.357320158,1.24751,0.27626,High stress - Low disturbance,1.044, 
Geum,Geum urbanum,4.196711011,4.683587038,1.36309,0.24559,Low stress - Low disturbance,1.923436364, 
Geum,Geum rivale,3.323896468,6.143675637,1.48586,0.39493,High stress - Low disturbance,1.126472616, 
Gladiolus,Gladiolus italicus,6.789713226,3.252499342,1.74204,0.60313,High stress - High disturbance,8.044, 
Gladiolus,Gladiolus palustris,4.4160222,5.512915072,2.09724,0.43133,Low stress - High disturbance,2.18265625, 
Gladiolus,Gladiolus illyricus,5.635886879,4.224554878,1.52405,0.46421,Low stress - High disturbance,4.109, 
Glaucium,Glaucium flavum,5.600909242,3.875425315,1.64461,0.57261,Low stress - High disturbance,1.089522222, 
Glebionis,Glebionis segetum,5.153934802,4.371974613,2.09301,0.85161,Low stress - High disturbance,1.666471429, 
Glebionis,Glebionis coronaria,7.154222115,2.907992886,1.99307,0.83744,High stress - High disturbance,1.900909091, 
Globularia,Globularia cordifolia,2.907752831,2.999963154,1.25586,0.29797,High stress - Low disturbance,0.578, 
Globularia,Globularia bisnagarica,4.625525618,2.567151495,1.78285,0.41246,High stress - High disturbance,0.605555556, 
Globularia,Globularia nudicaulis,1.842765404,3.562175819,1.10906,0.31041,High stress - Low disturbance,0.72, 
Glyceria,Glyceria notata,4.096689452,7.645328583,1.63279,0.35048,High stress - Low disturbance,0.894083333, 
Glyceria,Glyceria fluitans,3.942754665,7.567601459,1.79254,0.37025,High stress - High disturbance,1.276166667, 
Gnaphalium,Gnaphalium uliginosum,4.134418939,5.957070533,1.98086,0.7659,Low stress - High disturbance,0.01752, 
Goodyera,Goodyera repens,3.644387089,3.860259206,1.33292,0.11174,Low stress - Low disturbance,0.002, 
Gypsophila,Gypsophila paniculata,4.963803334,2.561245703,1.84852,0.45282,High stress - High disturbance,0.7214, 
Hedera,Hedera helix,4.662591329,4.467284421,1.31254,0.14816,Low stress - Low disturbance,22.76821667, 
Hedypnois,Hedypnois rhagadioloides,7.302372188,2.591709702,1.81809,0.6593,High stress - High disturbance,9.210549412, 
Hedysarum,Hedysarum caucasicum,2.519674787,4.408729704,1.45548,0.29815,High stress - Low disturbance,6.683, 
Hedysarum,Hedysarum hedysaroides,1.416627908,4.364308247,1.615175,0.290985,High stress - Low disturbance,4.725755556, 
Helianthemum,Helianthemum nummularium,4.226798235,3.012145282,1.62523,0.39705,Low stress - Low disturbance,1.041181395, 
Helianthemum,Helianthemum oelandicum,4.988189127,3.014130247,1.789106667,0.38338,Low stress - High disturbance,0.643738462, 
Helichrysum,Helichrysum orientale,7.978387022,1.20171913,1.36509,0.31364,High stress - Low disturbance,0.0428, 
Helichrysum,Helichrysum italicum,7.027197751,3.019310395,1.33501,0.41077,High stress - Low disturbance,0.071733333, 
Helichrysum,Helichrysum arenarium,4.750400245,2.574392112,1.88211,0.39693,High stress - High disturbance,0.106433333, 
Helichrysum,Helichrysum stoechas,6.455417358,2.743399818,1.4508,0.28765,High stress - Low disturbance,0.050389333, 
Helictochloa,Helictochloa marginata,4.488155009,4.062541377,1.50297,0.31141,Low stress - Low disturbance,2, 
Helictochloa,Helictochloa pratensis,4.412554644,3.073708835,1.8567,0.46061,Low stress - High disturbance,2.541728273, 
Heliosperma,Heliosperma pusillum,2.777841398,6.498266966,0.86281,0.23328,High stress - Low disturbance,0.12, 
Heliosperma,Heliosperma alpestre,2.760928202,3.956315202,0.77729,0.20448,High stress - Low disturbance,0.090822222, 
Helminthotheca,Helminthotheca echioides,5.826567297,4.094259878,1.79207,0.70508,Low stress - High disturbance,1.083, 
Helosciadium,Helosciadium nodiflorum,5.667785578,7.892906592,1.73801,0.33001,High stress - High disturbance,0.553364286, 
Helosciadium,Helosciadium repens,4.58483635,6.962168425,1.97789,0.41111,High stress - High disturbance,0.238, 
Heracleum,Heracleum sphondylium,3.732336879,4.506616247,1.54846,0.41637,Low stress - High disturbance,6.553011111, 
Herminium,Herminium monorchis,3.745020101,4.899738749,1.92689,0.45185,Low stress - High disturbance,0.0218, 
Herniaria,Herniaria glabra,4.420177093,3.194007983,2.00922,0.53805,Low stress - High disturbance,0.084288, 
Herniaria,Herniaria ciliolata,5.292062208,3.421445019,2.29263,0.37805,Low stress - High disturbance,0.13896, 
Hibiscus,Hibiscus trionum,5.873216873,3.95825302,2.04081,0.82549,Low stress - High disturbance,3.78, 
Hieracium,Hieracium lachenalii,3.806464931,4.242283297,1.36758,0.18451,Low stress - Low disturbance,0.390611111, 
Hieracium,Hieracium amplexicaule,2.910861718,2.82405081,0.9278,0.20588,High stress - Low disturbance,0.621927273, 
Hieracium,Hieracium umbellatum,4.108371216,3.941554221,1.51611,0.30438,Low stress - Low disturbance,0.460912821, 
Hieracium,Hieracium villosum,1.505604419,4.287012639,1.2421,0.28262,High stress - Low disturbance,0.615775036,genus imputed
Hieracium,Hieracium murorum,3.987685769,4.045170144,1.25041,0.13397,Low stress - Low disturbance,0.372953846, 
Hippocrepis,Hippocrepis comosa,4.114812064,2.78066783,1.60831,0.40001,High stress - Low disturbance,3.594433333, 
Hippocrepis,Hippocrepis unisiliquosa,7.978387022,1.304429117,1.89634,0.60488,High stress - High disturbance,4.85375, 
Hippophae,Hippophae rhamnoides,4.140593256,3.979497377,1.27559,0.31692,Low stress - Low disturbance,11.2601799, 
Hirschfeldia,Hirschfeldia incana,6.045562813,2.900875465,1.94654,0.76749,High stress - High disturbance,0.326363636, 
Holcus,Holcus lanatus,4.309215087,5.029286776,1.90522,0.4744,Low stress - High disturbance,0.371470121, 
Homogyne,Homogyne alpina,2.532418165,5.056608149,1.00306,0.18142,High stress - Low disturbance,0.830731313, 
Honckenya,Honckenya peploides,4.253486558,4.926722481,2.10824,0.5,Low stress - High disturbance,6.227625, 
Hordelymus,Hordelymus europaeus,3.956084586,4.51574062,1.30359,0.12626,Low stress - Low disturbance,5.974869565, 
Hordeum,Hordeum murinum,5.551377202,3.423188262,1.92909,0.76713,Low stress - High disturbance,5.460678166, 
Hordeum,Hordeum marinum,5.301218095,4.272762966,1.947925,0.52843,Low stress - High disturbance,1.33832, 
Hordeum,Hordeum secalinum,4.870095162,5.006801604,2.23118,0.51749,Low stress - High disturbance,4.387075, 
Hordeum,Hordeum bulbosum,6.130534947,3.496611517,1.85482,0.58983,High stress - High disturbance,8.757142857, 
Horminum,Horminum pyrenaicum,1.595965841,4.345929067,0.9131,0.26279,High stress - Low disturbance,1.866363636, 
Hornungia,Hornungia petraea,5.445512391,2.064331046,1.80877,0.50634,High stress - High disturbance,0.19238, 
Hottonia,Hottonia palustris,4.593484642,8.718185491,1.50713,0.24453,High stress - Low disturbance,0.122977778, 
Humulus,Humulus lupulus,4.590381682,6.106011398,1.40954,0.34225,High stress - Low disturbance,3.0078, 
Hyacinthoides,Hyacinthoides non-scripta,4.825788182,4.278261557,1.32257,0.17548,Low stress - Low disturbance,5.70904, 
Hylotelephium,Hylotelephium telephium,3.991922405,3.471669598,1.30379,0.29177,Low stress - Low disturbance,0.056015385, 
Hyoscyamus,Hyoscyamus albus,6.394185047,2.885270156,1.50282,0.79825,High stress - High disturbance,0.3979, 
Hyoscyamus,Hyoscyamus niger,4.679053609,3.602203971,1.88213,0.79651,Low stress - High disturbance,0.69, 
Hyoseris,Hyoseris lucida,7.978387022,2.843595323,1.10825,0.38636,High stress - Low disturbance,0.9756,genus imputed
Hypecoum,Hypecoum procumbens,7.642227497,1.897462709,1.57223,0.63684,High stress - High disturbance,17.106, 
Hypericum,Hypericum hirsutum,4.343067283,4.299278232,1.33479,0.21216,Low stress - Low disturbance,0.082453333, 
Hypericum,Hypericum barbatum,4.499214495,4.577532011,1.80498,0.36622,Low stress - High disturbance,0.1, 
Hypericum,Hypericum empetrifolium,6.682531288,2.22789175,1.43942,0.20071,High stress - Low disturbance,0.328391741,genus imputed
Hypericum,Hypericum perforatum,4.510542456,3.61505937,1.65181,0.41538,Low stress - High disturbance,0.1351, 
Hypericum,Hypericum humifusum,4.260854867,5.500913073,1.75468,0.56802,Low stress - High disturbance,0.037166667, 
Hypericum,Hypericum linarioides,5.171335229,3.264333574,1.69904,0.37658,Low stress - High disturbance,0.148666667, 
Hypericum,Hypericum montanum,4.53555661,3.697313611,1.33157,0.15788,Low stress - Low disturbance,0.136505882, 
Hypericum,Hypericum tetrapterum,4.099583627,6.379632508,1.58386,0.42227,High stress - High disturbance,0.133027778, 
Hypericum,Hypericum pulchrum,4.617857033,4.351827587,1.41765,0.23707,Low stress - Low disturbance,0.08474, 
Hypericum,Hypericum androsaemum,5.274343109,5.680063135,1.3636,0.19044,Low stress - Low disturbance,0.0725, 
Hypericum,Hypericum elodes,4.657289618,7.674454565,1.3767,0.15485,High stress - Low disturbance,0.071428571, 
Hypericum,Hypericum undulatum,4.296226033,6.356197236,1.79721,0.38725,High stress - High disturbance,0.034733333, 
Hypochaeris,Hypochaeris glabra,5.665301867,3.099676572,1.99857,0.46825,Low stress - High disturbance,0.65223291, 
Hypochaeris,Hypochaeris robertia,3.479060768,3.790604934,1.40721,0.28821,Low stress - Low disturbance,1.235533333, 
Hypochaeris,Hypochaeris radicata,4.36125523,4.129666283,2.04965,0.46508,Low stress - High disturbance,0.802783886, 
Hyssopus,Hyssopus officinalis,5.433457063,2.410499592,1.78495,0.37888,High stress - High disturbance,0.9743, 
Iberis,Iberis amara,5.587575082,3.23621209,1.71182,0.64,Low stress - High disturbance,2.55, 
Iberis,Iberis saxatilis,5.278411883,2.048316328,1.63043,0.36478,High stress - Low disturbance,1.685755556,genus imputed
Illecebrum,Illecebrum verticillatum,5.237832263,5.974704832,1.95328,0.64884,Low stress - High disturbance,0.073383333, 
Inula,Inula helenium,4.804357075,5.153169705,1.40065,0.4596,Low stress - High disturbance,1.1295, 
Isatis,Isatis tinctoria,4.740362795,3.09425161,1.76031,0.55773,Low stress - High disturbance,2.4108, 
Isolepis,Isolepis setacea,4.527485812,6.828998551,1.8888,0.58058,High stress - High disturbance,0.062018889, 
Isolepis,Isolepis cernua,4.8652945,6.889582937,1.81816,0.46858,High stress - High disturbance,0.1342, 
Isolepis,Isolepis fluitans,4.768217521,8.36137119,1.35674,0.13721,High stress - Low disturbance,0.4405, 
Jacobaea,Jacobaea vulgaris,4.14941513,3.672949465,1.85033,0.46867,Low stress - High disturbance,0.259352195, 
Jacobaea,Jacobaea incana,1.733052485,4.193830121,1.73092,0.26868,High stress - High disturbance,1.1009, 
Jacobaea,Jacobaea aquatica,4.443309803,6.243091167,2.00519,0.49267,High stress - High disturbance,0.33424, 
Jacobaea,Jacobaea erucifolia,4.695512628,3.61223395,1.82657,0.49553,Low stress - High disturbance,0.611788, 
Jasione,Jasione crispa,1.596756257,3.183301804,1.59171,0.31012,High stress - Low disturbance,0.04706, 
Jasione,Jasione montana,4.57419379,2.886038141,1.75079,0.3493,High stress - High disturbance,0.037867551, 
Jasione,Jasione heldreichii,4.89845825,2.234171336,1.8212,0.39,High stress - High disturbance,0.04145, 
Jasione,Jasione laevis,3.997961756,3.995468419,1.67818,0.36933,Low stress - High disturbance,0.054875, 
Juncus,Juncus acutus,6.293398914,6.555724952,1.65078,0.34785,High stress - Low disturbance,0.422106667, 
Juncus,Juncus acutiflorus,4.135488861,6.587093623,1.8543,0.43436,High stress - High disturbance,0.020484615, 
Juncus,Juncus bulbosus,4.233090627,7.377534873,1.44568,0.22334,High stress - Low disturbance,0.015214286, 
Juncus,Juncus bufonius,4.281412696,5.74760461,2.01796,0.64547,Low stress - High disturbance,0.022453636, 
Juncus,Juncus effusus,4.216618168,6.24225871,1.63395,0.41411,High stress - High disturbance,0.020573333, 
Juncus,Juncus articulatus,4.152024053,6.91648868,1.90642,0.43122,High stress - High disturbance,0.019785714, 
Juncus,Juncus balticus,3.074248509,6.592487822,1.73696,0.39231,High stress - High disturbance,0.043828, 
Juncus,Juncus maritimus,5.466911973,5.809570472,1.98213,0.42459,Low stress - High disturbance,0.030425455, 
Juncus,Juncus squarrosus,3.716199129,6.133317493,1.55755,0.28314,High stress - Low disturbance,0.07843125, 
Juncus,Juncus subnodulosus,4.69652703,6.691413192,1.65282,0.32466,High stress - Low disturbance,0.012836, 
Juncus,Juncus triglumis,1.76106433,7.112351073,1.66213,0.20087,High stress - Low disturbance,0.036816667, 
Juncus,Juncus compressus,4.02424116,6.214014977,2.0443,0.51054,High stress - High disturbance,0.011981818, 
Juncus,Juncus conglomeratus,4.028358865,6.175214773,1.81698,0.46208,High stress - High disturbance,0.017053333, 
Juncus,Juncus castaneus,1.052767615,6.667413343,1.65374,0.17805,High stress - Low disturbance,0.072314286, 
Juncus,Juncus inflexus,4.393254088,6.161700451,1.74859,0.4556,High stress - High disturbance,0.030769524, 
Juncus,Juncus filiformis,2.922312132,7.062221675,1.60166,0.3472,High stress - Low disturbance,0.024308333, 
Jurinea,Jurinea humilis,2.516727159,3.43798491,1.77769,0.3695,High stress - High disturbance,5.5759, 
Kalmia,Kalmia procumbens,1.22609417,4.158574242,1.21692,0.28588,High stress - Low disturbance,0.016998182, 
Kickxia,Kickxia elatine,5.251080419,3.801557904,1.93454,0.80387,Low stress - High disturbance,0.369, 
Kickxia,Kickxia spuria,5.646961587,3.875628034,2.02171,0.82562,Low stress - High disturbance,0.36, 
Koeleria,Koeleria vallesiana,5.067362975,1.777338996,1.75582,0.40565,High stress - High disturbance,0.4944, 
Koeleria,Koeleria macrantha,4.574471925,2.9394816,1.89905,0.409843333,High stress - High disturbance,0.349354876, 
Krascheninnikovia,Krascheninnikovia ceratoides,5.339773646,2.116879,2.00116,0.47606,High stress - High disturbance,5.160912749, 
Lactuca,Lactuca serriola,5.263411075,3.407701218,1.78874,0.73026,Low stress - High disturbance,0.482007692, 
Lactuca,Lactuca perennis,5.153441707,2.398149109,1.4853,0.35005,High stress - Low disturbance,1.3904, 
Lactuca,Lactuca virosa,5.649393684,3.277723672,1.65087,0.67692,Low stress - High disturbance,0.8821, 
Lactuca,Lactuca saligna,6.065696814,3.219305199,1.89608,0.61702,High stress - High disturbance,0.60328, 
Lagoecia,Lagoecia cuminoides,7.313702728,2.716677396,1.80341,0.48506,High stress - High disturbance,0.5304, 
Lagurus,Lagurus ovatus,6.910112761,2.334166844,1.58834,0.50532,High stress - High disturbance,2.496725236, 
Lamarckia,Lamarckia aurea,7.271262681,2.435224802,2.1347,0.71818,High stress - High disturbance,0.54, 
Lamium,Lamium purpureum,4.132111735,4.250869047,1.84162,0.76483,Low stress - High disturbance,0.820525345, 
Lamium,Lamium album,4.035216561,4.405866927,1.44474,0.52396,Low stress - High disturbance,1.623, 
Lamyropsis,Lamyropsis cynaroides,7.460044728,2.843595323,1.58444,0.3315,High stress - Low disturbance,3.1164,genus imputed
Lapsana,Lapsana communis,4.600858501,4.374775931,1.47514,0.47089,Low stress - High disturbance,0.948444444, 
Lathyrus,Lathyrus hirsutus,5.063606864,3.577093127,1.76441,0.59822,Low stress - High disturbance,26.02393475, 
Lathyrus,Lathyrus aphaca,5.281745976,3.1324774,1.61524,0.47937,Low stress - High disturbance,18.85614, 
Lathyrus,Lathyrus nissolia,5.540475474,3.626387892,1.9173,0.52213,Low stress - High disturbance,8.8296, 
Lathyrus,Lathyrus ochrus,6.817812136,3.384988971,1.8865,0.80385,High stress - High disturbance,135.572, 
Lathyrus,Lathyrus linifolius,4.156986836,4.113976998,1.40893,0.21451,Low stress - Low disturbance,13.05775, 
Lathyrus,Lathyrus sphaericus,6.159381637,2.244247676,1.69504,0.48279,High stress - High disturbance,17.03433333, 
Lathyrus,Lathyrus sylvestris,4.619550195,3.767779076,1.43703,0.31591,Low stress - Low disturbance,42.64344504, 
Lathyrus,Lathyrus palustris,3.959173964,6.605560517,1.7349,0.38123,High stress - High disturbance,16.59072727, 
Lathyrus,Lathyrus pratensis,4.116228218,4.966604872,1.84675,0.48932,Low stress - High disturbance,18.70384198, 
Lathyrus,Lathyrus annuus,6.191320202,4.39523565,1.713,0.67385,High stress - High disturbance,68.07, 
Lathyrus,Lathyrus inconspicuus,6.101698048,2.465766891,1.67778,0.47826,High stress - High disturbance,50.9866, 
Lathyrus,Lathyrus japonicus,3.784309592,4.405582898,1.80173,0.47231,Low stress - High disturbance,31.46464662, 
Lavandula,Lavandula stoechas,7.457973474,2.641589881,1.36437,0.25222,High stress - Low disturbance,0.836911111, 
Lavandula,Lavandula angustifolia,4.715832754,2.451659381,1.43808,0.28048,High stress - Low disturbance,0.987088889, 
Leersia,Leersia oryzoides,4.467777821,7.943120113,1.55716,0.45127,High stress - High disturbance,1.151555556, 
Legousia,Legousia hybrida,5.753601227,3.484192264,1.96609,0.78931,Low stress - High disturbance,0.275088889, 
Leontodon,Leontodon hispidus,3.957131134,4.108612086,1.85509,0.45691,Low stress - High disturbance,1.149394203, 
Leontopodium,Leontopodium nivale,0.359836068,3.434610306,1.35991,0.28066,High stress - Low disturbance,0.1322, 
Leonurus,Leonurus cardiaca,4.88004795,4.05240545,1.55514,0.59875,Low stress - High disturbance,0.909145455, 
Lepidium,Lepidium campestre,4.377602253,3.469436805,1.66659,0.57236,Low stress - High disturbance,1.783526316, 
Lepidium,Lepidium coronopus,5.439492457,4.354580515,2.35667,0.75107,Low stress - High disturbance,1.27675, 
Lepidium,Lepidium didymum,5.593130639,4.238830844,2.03948,0.78657,Low stress - High disturbance,0.533329167, 
Lepidium,Lepidium draba,5.262697342,3.045704404,1.85024,0.72654,Low stress - High disturbance,1.868177143, 
Leucanthemum,Leucanthemum vulgare,4.261805239,4.005098187,1.93695,0.48089,Low stress - High disturbance,0.438112121, 
Leucojum,Leucojum aestivum,5.715564582,6.440231307,1.69769,0.40741,High stress - High disturbance,43.29314286, 
Leymus,Leymus arenarius,3.867546054,4.635234865,2.00277,0.45988,Low stress - High disturbance,7.272465977, 
Ligustrum,Ligustrum vulgare,4.895097834,3.862907379,1.2995,0.15469,Low stress - Low disturbance,19.10950355, 
Lilium,Lilium martagon,3.764958329,4.407821614,1.27372,0.14252,Low stress - Low disturbance,6.5425, 
Limbarda,Limbarda crithmoides,6.21131351,5.00960022,1.32137,0.39756,High stress - Low disturbance,0.334545455, 
Limonium,Limonium vulgare,4.702836033,6.222575994,2.20518,0.49723,High stress - High disturbance,1.3391, 
Limonium,Limonium humile,4.957488946,6.767783021,2.30103,0.51,High stress - High disturbance,2.311466667, 
Limosella,Limosella aquatica,3.927581652,6.783306115,1.94897,0.73984,High stress - High disturbance,0.016552, 
Linaria,Linaria vulgaris,4.096204658,3.43212031,1.70929,0.57145,Low stress - High disturbance,0.156410526, 
Linnaea,Linnaea borealis,2.237127362,4.679773369,1.34634,0.13945,High stress - Low disturbance,1.585555556, 
Linum,Linum arboreum,6.423360141,2.022657226,1.18734,0.4,High stress - Low disturbance,2.4537, 
Linum,Linum bienne,5.876871031,3.359312929,1.95815,0.53566,Low stress - High disturbance,1.4721, 
Linum,Linum perenne,4.299189293,3.201030338,1.83939,0.4658,Low stress - High disturbance,2.270414286, 
Lipandra,Lipandra polysperma,4.441996773,4.898783484,1.82775,0.77662,Low stress - High disturbance,0.288555556, 
Lithospermum,Lithospermum officinale,4.408233161,4.092840449,1.4459,0.35191,Low stress - Low disturbance,11.94221818, 
Logfia,Logfia gallica,6.078839175,1.847512156,1.90583,0.44675,High stress - High disturbance,0.069772157, 
Logfia,Logfia minima,4.603525908,2.332282166,2.02533,0.38938,High stress - High disturbance,0.025347433, 
Lolium,Lolium multiflorum,5.246188343,4.288430724,1.93559,0.6731,Low stress - High disturbance,2.901360361, 
Lolium,Lolium giganteum,4.247316584,5.69587439,1.37793,0.28945,Low stress - Low disturbance,2.940666667, 
Lolium,Lolium temulentum,5.208488058,4.078670471,2.05439,0.84112,Low stress - High disturbance,8.55, 
Lolium,Lolium perenne,4.26602015,4.266407165,2.16326,0.55394,Low stress - High disturbance,1.7853996, 
Lolium,Lolium rigidum,5.926273012,2.790513166,1.88993,0.74831,High stress - High disturbance,2.77900693, 
Lomelosia,Lomelosia argentea,5.560210497,2.010540759,1.87909,0.46972,High stress - High disturbance,6.344615385, 
Lonicera,Lonicera periclymenum,4.266578453,4.808034728,1.28522,0.15507,Low stress - Low disturbance,5.305773016, 
Lonicera,Lonicera xylosteum,4.09582586,4.41967436,1.30979,0.13498,Low stress - Low disturbance,4.458571429, 
Lotus,Lotus corniculatus,3.825463601,3.775217095,1.89553,0.415956667,Low stress - High disturbance,1.188627773, 
Lotus,Lotus tenuis,4.995807043,5.446665364,1.96697,0.50369,Low stress - High disturbance,1.0874, 
Lotus,Lotus dorycnium,5.240448981,2.550017876,1.59258,0.33686,High stress - Low disturbance,2.680842857, 
Lotus,Lotus angustissimus,5.910143948,3.285498801,1.99303,0.55848,Low stress - High disturbance,0.411666667, 
Lotus,Lotus pedunculatus,4.140235397,6.520936683,1.9066,0.48542,High stress - High disturbance,0.645482546, 
Lotus,Lotus edulis,7.193238825,2.307931758,1.71881,0.63641,High stress - High disturbance,1.012384615, 
Ludwigia,Ludwigia palustris,5.299296387,7.399397985,1.81926,0.55263,High stress - High disturbance,0.040166667, 
Lunaria,Lunaria annua,5.443068871,4.633217256,1.32205,0.26543,Low stress - Low disturbance,16.06666667, 
Lupinus,Lupinus angustifolius,6.611475934,2.572801482,1.75658,0.55573,High stress - High disturbance,177.7842517, 
Luzula,Luzula forsteri,5.622610713,3.859405876,1.30568,0.1179,Low stress - Low disturbance,1.1704, 
Luzula,Luzula sylvatica,3.690241723,4.756131295,1.13186,0.1413,Low stress - Low disturbance,0.734953846, 
Luzula,Luzula nivea,3.108979078,3.982283741,1.26211,0.11335,Low stress - Low disturbance,0.458666667, 
Luzula,Luzula campestris,4.102482689,4.013750084,1.81985,0.42111,Low stress - High disturbance,0.638602353, 
Luzula,Luzula pilosa,3.400987746,4.55894198,1.33436,0.1247,Low stress - Low disturbance,0.97116, 
Luzula,Luzula spicata,1.280392552,4.057698905,1.67658,0.29206,High stress - High disturbance,0.272333333, 
Lycopus,Lycopus exaltatus,4.672447729,7.162211439,1.67199,0.48358,High stress - High disturbance,0.9056, 
Lycopus,Lycopus europaeus,4.678713045,7.245520037,1.50857,0.33882,High stress - Low disturbance,0.251458824, 
